reading test data from : satellite_test_adj.txt
handling NNC with K:3
test_object =     0, predicted_class =   2, true_class =   2, nn =     5, distance =    1.28, accuracy = 1.00
test_object =   293, predicted_class =   1, true_class =   1, nn =   718, distance =    0.94, accuracy = 1.00
test_object =   294, predicted_class =   1, true_class =   1, nn =   718, distance =    1.08, accuracy = 1.00
test_object =   295, predicted_class =   1, true_class =   1, nn =   777, distance =    1.91, accuracy = 1.00
test_object =   296, predicted_class =   1, true_class =   1, nn =   338, distance =    1.48, accuracy = 1.00
test_object =   297, predicted_class =   2, true_class =   2, nn =   789, distance =    0.92, accuracy = 1.00
test_object =   298, predicted_class =   2, true_class =   2, nn =   350, distance =    0.89, accuracy = 1.00
test_object =   299, predicted_class =   2, true_class =   2, nn =   791, distance =    1.12, accuracy = 1.00
test_object =   300, predicted_class =   2, true_class =   2, nn =   898, distance =    0.92, accuracy = 1.00
test_object =   301, predicted_class =   2, true_class =   2, nn =   348, distance =    0.98, accuracy = 1.00
test_object =   302, predicted_class =   2, true_class =   2, nn =   348, distance =    1.01, accuracy = 1.00
test_object =   303, predicted_class =   2, true_class =   2, nn =   595, distance =    0.94, accuracy = 1.00
test_object =   304, predicted_class =   2, true_class =   2, nn =   598, distance =    1.00, accuracy = 1.00
test_object =   305, predicted_class =   2, true_class =   2, nn =   678, distance =    1.45, accuracy = 1.00
test_object =   306, predicted_class =   4, true_class =   4, nn =   738, distance =    1.89, accuracy = 1.00
test_object =   307, predicted_class =   4, true_class =   4, nn =   740, distance =    0.95, accuracy = 1.00
test_object =   308, predicted_class =   4, true_class =   4, nn =   740, distance =    1.38, accuracy = 1.00
test_object =   309, predicted_class =   6, true_class =   6, nn =   694, distance =    1.07, accuracy = 1.00
test_object =   310, predicted_class =   6, true_class =   6, nn =   624, distance =    1.27, accuracy = 1.00
test_object =   311, predicted_class =   6, true_class =   6, nn =   750, distance =    1.22, accuracy = 1.00
test_object =   312, predicted_class =   6, true_class =   6, nn =  1666, distance =    1.25, accuracy = 1.00
test_object =   313, predicted_class =   2, true_class =   2, nn =   452, distance =    1.13, accuracy = 1.00
test_object =   314, predicted_class =   2, true_class =   2, nn =   699, distance =    1.08, accuracy = 1.00
test_object =   315, predicted_class =   2, true_class =   2, nn =   143, distance =    0.98, accuracy = 1.00
test_object =   316, predicted_class =   2, true_class =   2, nn =   145, distance =    0.93, accuracy = 1.00
test_object =   317, predicted_class =   2, true_class =   2, nn =   215, distance =    1.12, accuracy = 1.00
test_object =   318, predicted_class =   2, true_class =   3, nn =  3844, distance =    1.47, accuracy = 0.00
test_object =   319, predicted_class =   3, true_class =   3, nn =  1115, distance =    2.01, accuracy = 1.00
test_object =   320, predicted_class =   1, true_class =   1, nn =   995, distance =    1.48, accuracy = 1.00
test_object =   321, predicted_class =   1, true_class =   1, nn =   763, distance =    1.17, accuracy = 1.00
test_object =   322, predicted_class =   1, true_class =   1, nn =   707, distance =    1.23, accuracy = 1.00
test_object =   323, predicted_class =   1, true_class =   1, nn =  1120, distance =    1.29, accuracy = 1.00
test_object =   324, predicted_class =   1, true_class =   1, nn =   764, distance =    1.14, accuracy = 1.00
test_object =   325, predicted_class =   1, true_class =   1, nn =   712, distance =    1.50, accuracy = 1.00
test_object =   326, predicted_class =   1, true_class =   1, nn =  1121, distance =    1.15, accuracy = 1.00
test_object =   327, predicted_class =   1, true_class =   1, nn =  1122, distance =    1.02, accuracy = 1.00
test_object =   328, predicted_class =   1, true_class =   1, nn =   531, distance =    1.33, accuracy = 1.00
test_object =   329, predicted_class =   1, true_class =   1, nn =   531, distance =    1.00, accuracy = 1.00
test_object =   330, predicted_class =   1, true_class =   1, nn =  1184, distance =    1.17, accuracy = 1.00
test_object =   331, predicted_class =   1, true_class =   1, nn =   773, distance =    1.18, accuracy = 1.00
test_object =   332, predicted_class =   2, true_class =   2, nn =   665, distance =    0.83, accuracy = 1.00
test_object =   333, predicted_class =   2, true_class =   2, nn =   573, distance =    0.97, accuracy = 1.00
test_object =   334, predicted_class =   2, true_class =   2, nn =   846, distance =    0.94, accuracy = 1.00
test_object =   335, predicted_class =   2, true_class =   2, nn =   846, distance =    0.92, accuracy = 1.00
test_object =   336, predicted_class =   4, true_class =   4, nn =  1027, distance =    2.53, accuracy = 1.00
test_object =   337, predicted_class =   6, true_class =   6, nn =   620, distance =    1.13, accuracy = 1.00
test_object =   338, predicted_class =   6, true_class =   6, nn =  3142, distance =    1.53, accuracy = 1.00
test_object =   339, predicted_class =   4, true_class =   6, nn =  1505, distance =    1.29, accuracy = 0.00
test_object =   340, predicted_class =   6, true_class =   6, nn =   692, distance =    1.08, accuracy = 1.00
test_object =   341, predicted_class =   6, true_class =   6, nn =  1933, distance =    1.05, accuracy = 1.00
test_object =   342, predicted_class =   6, true_class =   6, nn =  1195, distance =    0.82, accuracy = 1.00
test_object =   343, predicted_class =   2, true_class =   2, nn =   898, distance =    0.93, accuracy = 1.00
test_object =   344, predicted_class =   2, true_class =   2, nn =   815, distance =    0.93, accuracy = 1.00
test_object =   345, predicted_class =   2, true_class =   2, nn =   817, distance =    1.18, accuracy = 1.00
test_object =   346, predicted_class =   2, true_class =   2, nn =  1529, distance =    1.22, accuracy = 1.00
test_object =   347, predicted_class =   3, true_class =   3, nn =  2162, distance =    1.12, accuracy = 1.00
test_object =   348, predicted_class =   1, true_class =   1, nn =  1051, distance =    1.66, accuracy = 1.00
test_object =   349, predicted_class =   1, true_class =   1, nn =   879, distance =    2.35, accuracy = 1.00
test_object =   350, predicted_class =   1, true_class =   1, nn =   823, distance =    1.01, accuracy = 1.00
test_object =   351, predicted_class =   1, true_class =   1, nn =   884, distance =    1.03, accuracy = 1.00
test_object =   352, predicted_class =   1, true_class =   1, nn =   765, distance =    1.23, accuracy = 1.00
test_object =   353, predicted_class =   1, true_class =   1, nn =  1130, distance =    1.56, accuracy = 1.00
test_object =   354, predicted_class =   1, true_class =   1, nn =   893, distance =    1.22, accuracy = 1.00
test_object =   355, predicted_class =   1, true_class =   1, nn =   773, distance =    1.13, accuracy = 1.00
test_object =   356, predicted_class =   1, true_class =   1, nn =   474, distance =    1.23, accuracy = 1.00
test_object =   357, predicted_class =   1, true_class =   1, nn =   475, distance =    1.09, accuracy = 1.00
test_object =   358, predicted_class =   1, true_class =   2, nn =   591, distance =    2.09, accuracy = 0.00
test_object =   359, predicted_class =   2, true_class =   2, nn =   665, distance =    0.87, accuracy = 1.00
test_object =   360, predicted_class =   2, true_class =   2, nn =   483, distance =    1.03, accuracy = 1.00
test_object =   361, predicted_class =   2, true_class =   2, nn =   147, distance =    1.03, accuracy = 1.00
test_object =   362, predicted_class =   2, true_class =   2, nn =   540, distance =    1.05, accuracy = 1.00
test_object =   363, predicted_class =   2, true_class =   2, nn =  4190, distance =    1.22, accuracy = 1.00
test_object =   364, predicted_class =   4, true_class =   4, nn =  1028, distance =    1.73, accuracy = 1.00
test_object =   365, predicted_class =   4, true_class =   4, nn =   913, distance =    2.06, accuracy = 1.00
test_object =   366, predicted_class =   4, true_class =   4, nn =   912, distance =    1.67, accuracy = 1.00
test_object =   367, predicted_class =   4, true_class =   4, nn =   857, distance =    1.14, accuracy = 1.00
test_object =   368, predicted_class =   4, true_class =   4, nn =   858, distance =    1.08, accuracy = 1.00
test_object =   369, predicted_class =   4, true_class =   4, nn =   980, distance =    1.28, accuracy = 1.00
test_object =   370, predicted_class =   6, true_class =   6, nn =   981, distance =    1.35, accuracy = 1.00
test_object =   371, predicted_class =   6, true_class =   6, nn =   926, distance =    1.15, accuracy = 1.00
test_object =   372, predicted_class =   6, true_class =   6, nn =  1994, distance =    1.12, accuracy = 1.00
test_object =   373, predicted_class =   6, true_class =   6, nn =  1995, distance =    1.14, accuracy = 1.00
test_object =   374, predicted_class =   6, true_class =   6, nn =   863, distance =    1.49, accuracy = 1.00
test_object =   375, predicted_class =   6, true_class =   6, nn =   810, distance =    1.22, accuracy = 1.00
test_object =   376, predicted_class =   6, true_class =   6, nn =  2536, distance =    0.93, accuracy = 1.00
test_object =   377, predicted_class =   6, true_class =   6, nn =  1833, distance =    1.16, accuracy = 1.00
test_object =   378, predicted_class =   2, true_class =   2, nn =   871, distance =    1.35, accuracy = 1.00
test_object =   379, predicted_class =   2, true_class =   2, nn =   988, distance =    1.32, accuracy = 1.00
test_object =   380, predicted_class =   2, true_class =   2, nn =   988, distance =    1.13, accuracy = 1.00
test_object =   381, predicted_class =   2, true_class =   2, nn =   903, distance =    1.35, accuracy = 1.00
test_object =   382, predicted_class =   3, true_class =   3, nn =   935, distance =    1.68, accuracy = 1.00
test_object =   383, predicted_class =   1, true_class =   1, nn =   884, distance =    0.94, accuracy = 1.00
test_object =   384, predicted_class =   1, true_class =   1, nn =  1128, distance =    1.25, accuracy = 1.00
test_object =   385, predicted_class =   1, true_class =   1, nn =   828, distance =    1.39, accuracy = 1.00
test_object =   386, predicted_class =   1, true_class =   1, nn =   948, distance =    1.58, accuracy = 1.00
test_object =   387, predicted_class =   1, true_class =   1, nn =   887, distance =    1.54, accuracy = 1.00
test_object =   388, predicted_class =   1, true_class =   1, nn =   834, distance =    1.18, accuracy = 1.00
test_object =   389, predicted_class =   1, true_class =   1, nn =   835, distance =    1.16, accuracy = 1.00
test_object =   390, predicted_class =   1, true_class =   1, nn =   892, distance =    0.95, accuracy = 1.00
test_object =   391, predicted_class =   1, true_class =   1, nn =   892, distance =    1.00, accuracy = 1.00
test_object =   392, predicted_class =   1, true_class =   1, nn =   956, distance =    1.27, accuracy = 1.00
test_object =   393, predicted_class =   1, true_class =   1, nn =   661, distance =    1.83, accuracy = 1.00
test_object =   394, predicted_class =   1, true_class =   1, nn =   662, distance =    1.95, accuracy = 1.00
test_object =   395, predicted_class =   2, true_class =   1, nn =   274, distance =    2.17, accuracy = 0.00
test_object =   396, predicted_class =   2, true_class =   2, nn =   217, distance =    1.09, accuracy = 1.00
test_object =   397, predicted_class =   2, true_class =   2, nn =   145, distance =    1.00, accuracy = 1.00
test_object =   398, predicted_class =   2, true_class =   2, nn =   898, distance =    1.05, accuracy = 1.00
test_object =   399, predicted_class =   2, true_class =   2, nn =   899, distance =    1.03, accuracy = 1.00
test_object =   400, predicted_class =   2, true_class =   2, nn =   846, distance =    1.05, accuracy = 1.00
test_object =   401, predicted_class =   2, true_class =   6, nn =   375, distance =    1.52, accuracy = 0.00
test_object =   402, predicted_class =   4, true_class =   4, nn =   980, distance =    1.05, accuracy = 1.00
test_object =   403, predicted_class =   6, true_class =   6, nn =   981, distance =    1.26, accuracy = 1.00
test_object =   404, predicted_class =   6, true_class =   6, nn =  1433, distance =    1.42, accuracy = 1.00
test_object =   405, predicted_class =   6, true_class =   6, nn =   865, distance =    1.12, accuracy = 1.00
test_object =   406, predicted_class =   6, true_class =   6, nn =  2622, distance =    0.95, accuracy = 1.00
test_object =   407, predicted_class =   6, true_class =   6, nn =  2674, distance =    1.09, accuracy = 1.00
test_object =   408, predicted_class =   6, true_class =   6, nn =  2390, distance =    1.10, accuracy = 1.00
test_object =   409, predicted_class =   6, true_class =   6, nn =  1995, distance =    1.29, accuracy = 1.00
