 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =   289, predicted_class =   1, true_class =   1, nn =   522, distance =    0.75, accuracy = 1.00
test_object =   290, predicted_class =   3, true_class =   3, nn =  5405, distance =    0.60, accuracy = 1.00
test_object =   291, predicted_class =   7, true_class =   7, nn =  4100, distance =    0.78, accuracy = 1.00
test_object =   292, predicted_class =   0, true_class =   0, nn =   857, distance =    0.54, accuracy = 1.00
test_object =   293, predicted_class =   2, true_class =   2, nn =  3796, distance =    0.62, accuracy = 1.00
test_object =   294, predicted_class =   3, true_class =   3, nn =  6971, distance =    0.88, accuracy = 1.00
test_object =   295, predicted_class =   8, true_class =   8, nn =  4590, distance =    1.26, accuracy = 1.00
test_object =   296, predicted_class =   8, true_class =   8, nn =  6223, distance =    1.34, accuracy = 1.00
test_object =   297, predicted_class =   5, true_class =   5, nn =  2695, distance =    0.97, accuracy = 1.00
test_object =   298, predicted_class =   1, true_class =   1, nn =  5438, distance =    0.63, accuracy = 1.00
test_object =   299, predicted_class =   3, true_class =   3, nn =  2207, distance =    0.91, accuracy = 1.00
test_object =   300, predicted_class =   5, true_class =   5, nn =  2149, distance =    0.92, accuracy = 1.00
test_object =   301, predicted_class =   5, true_class =   5, nn =  1992, distance =    0.98, accuracy = 1.00
test_object =   302, predicted_class =   6, true_class =   6, nn =   568, distance =    0.60, accuracy = 1.00
test_object =   303, predicted_class =   0, true_class =   0, nn =   771, distance =    0.58, accuracy = 1.00
test_object =   304, predicted_class =   4, true_class =   4, nn =  2585, distance =    1.01, accuracy = 1.00
test_object =   305, predicted_class =   4, true_class =   4, nn =  1885, distance =    0.50, accuracy = 1.00
test_object =   306, predicted_class =   7, true_class =   7, nn =  3604, distance =    0.57, accuracy = 1.00
test_object =   307, predicted_class =   6, true_class =   6, nn =  3424, distance =    0.64, accuracy = 1.00
test_object =   308, predicted_class =   9, true_class =   9, nn =  7137, distance =    1.10, accuracy = 1.00
test_object =   309, predicted_class =   4, true_class =   4, nn =  6080, distance =    1.00, accuracy = 1.00
test_object =   310, predicted_class =   6, true_class =   6, nn =  3396, distance =    0.47, accuracy = 1.00
test_object =   311, predicted_class =   6, true_class =   6, nn =   762, distance =    1.10, accuracy = 1.00
test_object =   312, predicted_class =   3, true_class =   3, nn =  1420, distance =    0.79, accuracy = 1.00
test_object =   313, predicted_class =   8, true_class =   8, nn =   902, distance =    0.85, accuracy = 1.00
test_object =   314, predicted_class =   7, true_class =   7, nn =   657, distance =    1.49, accuracy = 1.00
test_object =   315, predicted_class =   8, true_class =   8, nn =  4313, distance =    1.37, accuracy = 1.00
test_object =   316, predicted_class =   4, true_class =   4, nn =  7213, distance =    0.88, accuracy = 1.00
test_object =   317, predicted_class =   9, true_class =   9, nn =  4774, distance =    1.60, accuracy = 1.00
test_object =   318, predicted_class =   8, true_class =   8, nn =  7320, distance =    0.91, accuracy = 1.00
test_object =   319, predicted_class =   7, true_class =   7, nn =  7479, distance =    0.87, accuracy = 1.00
test_object =   320, predicted_class =   3, true_class =   3, nn =   492, distance =    0.96, accuracy = 1.00
test_object =   321, predicted_class =   0, true_class =   0, nn =  5015, distance =    0.72, accuracy = 1.00
test_object =   322, predicted_class =   7, true_class =   7, nn =   182, distance =    1.47, accuracy = 1.00
test_object =   323, predicted_class =   5, true_class =   5, nn =  4064, distance =    0.62, accuracy = 1.00
test_object =   324, predicted_class =   5, true_class =   5, nn =   116, distance =    0.53, accuracy = 1.00
test_object =   325, predicted_class =   7, true_class =   7, nn =  4000, distance =    0.87, accuracy = 1.00
test_object =   326, predicted_class =   7, true_class =   7, nn =  3117, distance =    0.73, accuracy = 1.00
test_object =   327, predicted_class =   5, true_class =   5, nn =  2605, distance =    0.78, accuracy = 1.00
test_object =   328, predicted_class =   8, true_class =   8, nn =   681, distance =    1.02, accuracy = 1.00
test_object =   329, predicted_class =   6, true_class =   6, nn =  7406, distance =    0.56, accuracy = 1.00
test_object =   330, predicted_class =   3, true_class =   3, nn =  1619, distance =    0.55, accuracy = 1.00
test_object =   331, predicted_class =   4, true_class =   4, nn =  4578, distance =    0.94, accuracy = 1.00
test_object =   332, predicted_class =   7, true_class =   7, nn =  5063, distance =    0.43, accuracy = 1.00
test_object =   333, predicted_class =   2, true_class =   2, nn =  7143, distance =    0.47, accuracy = 1.00
test_object =   334, predicted_class =   8, true_class =   8, nn =  6695, distance =    1.03, accuracy = 1.00
test_object =   335, predicted_class =   6, true_class =   6, nn =  1457, distance =    0.50, accuracy = 1.00
test_object =   336, predicted_class =   5, true_class =   5, nn =  5550, distance =    0.69, accuracy = 1.00
test_object =   337, predicted_class =   9, true_class =   9, nn =  3481, distance =    0.81, accuracy = 1.00
test_object =   338, predicted_class =   7, true_class =   7, nn =  4228, distance =    0.68, accuracy = 1.00
test_object =   339, predicted_class =   7, true_class =   7, nn =  3024, distance =    0.50, accuracy = 1.00
test_object =   340, predicted_class =   5, true_class =   5, nn =  6860, distance =    1.18, accuracy = 1.00
test_object =   341, predicted_class =   4, true_class =   4, nn =  6637, distance =    0.65, accuracy = 1.00
test_object =   342, predicted_class =   0, true_class =   0, nn =  7050, distance =    0.68, accuracy = 1.00
test_object =   343, predicted_class =   8, true_class =   8, nn =  1908, distance =    0.95, accuracy = 1.00
test_object =   344, predicted_class =   1, true_class =   1, nn =   522, distance =    0.50, accuracy = 1.00
test_object =   345, predicted_class =   9, true_class =   9, nn =  2971, distance =    1.38, accuracy = 1.00
test_object =   346, predicted_class =   7, true_class =   7, nn =  4584, distance =    0.97, accuracy = 1.00
test_object =   347, predicted_class =   4, true_class =   4, nn =  1262, distance =    0.79, accuracy = 1.00
test_object =   348, predicted_class =   3, true_class =   3, nn =  2691, distance =    0.66, accuracy = 1.00
test_object =   349, predicted_class =   8, true_class =   8, nn =  6245, distance =    0.93, accuracy = 1.00
test_object =   350, predicted_class =   4, true_class =   4, nn =  1061, distance =    0.65, accuracy = 1.00
test_object =   351, predicted_class =   2, true_class =   2, nn =  1360, distance =    0.91, accuracy = 1.00
test_object =   352, predicted_class =   5, true_class =   5, nn =  1571, distance =    1.21, accuracy = 1.00
test_object =   353, predicted_class =   5, true_class =   5, nn =  2929, distance =    0.76, accuracy = 1.00
test_object =   354, predicted_class =   2, true_class =   2, nn =  2281, distance =    0.63, accuracy = 1.00
test_object =   355, predicted_class =   5, true_class =   5, nn =  7160, distance =    0.77, accuracy = 1.00
test_object =   356, predicted_class =   4, true_class =   4, nn =  4138, distance =    0.76, accuracy = 1.00
test_object =   357, predicted_class =   1, true_class =   1, nn =   903, distance =    0.49, accuracy = 1.00
test_object =   358, predicted_class =   9, true_class =   9, nn =  2647, distance =    0.82, accuracy = 1.00
test_object =   359, predicted_class =   8, true_class =   8, nn =   778, distance =    0.68, accuracy = 1.00
test_object =   360, predicted_class =   3, true_class =   3, nn =  1229, distance =    0.52, accuracy = 1.00
test_object =   361, predicted_class =   2, true_class =   2, nn =  2813, distance =    0.63, accuracy = 1.00
test_object =   362, predicted_class =   2, true_class =   2, nn =   148, distance =    0.91, accuracy = 1.00
test_object =   363, predicted_class =   1, true_class =   1, nn =  7221, distance =    0.82, accuracy = 1.00
test_object =   364, predicted_class =   9, true_class =   9, nn =  3641, distance =    1.18, accuracy = 1.00
test_object =   365, predicted_class =   7, true_class =   7, nn =  3664, distance =    0.84, accuracy = 1.00
test_object =   366, predicted_class =   7, true_class =   7, nn =  2538, distance =    0.52, accuracy = 1.00
test_object =   367, predicted_class =   7, true_class =   7, nn =  3622, distance =    0.48, accuracy = 1.00
test_object =   368, predicted_class =   6, true_class =   6, nn =  5185, distance =    0.83, accuracy = 1.00
test_object =   369, predicted_class =   0, true_class =   0, nn =  7077, distance =    0.42, accuracy = 1.00
test_object =   370, predicted_class =   4, true_class =   4, nn =  6330, distance =    0.68, accuracy = 1.00
test_object =   371, predicted_class =   0, true_class =   0, nn =  2586, distance =    0.65, accuracy = 1.00
test_object =   372, predicted_class =   1, true_class =   1, nn =  1344, distance =    0.66, accuracy = 1.00
test_object =   373, predicted_class =   7, true_class =   7, nn =  6888, distance =    0.92, accuracy = 1.00
test_object =   374, predicted_class =   2, true_class =   2, nn =  4706, distance =    1.17, accuracy = 1.00
test_object =   375, predicted_class =   8, true_class =   8, nn =  4549, distance =    1.19, accuracy = 1.00
test_object =   376, predicted_class =   4, true_class =   4, nn =  5145, distance =    0.51, accuracy = 1.00
test_object =   377, predicted_class =   8, true_class =   8, nn =  7294, distance =    1.72, accuracy = 1.00
test_object =   378, predicted_class =   8, true_class =   8, nn =  4907, distance =    1.04, accuracy = 1.00
test_object =   379, predicted_class =   9, true_class =   9, nn =   835, distance =    0.50, accuracy = 1.00
test_object =   380, predicted_class =   7, true_class =   7, nn =  7439, distance =    0.87, accuracy = 1.00
test_object =   381, predicted_class =   1, true_class =   1, nn =  7260, distance =    0.45, accuracy = 1.00
test_object =   382, predicted_class =   5, true_class =   5, nn =  6514, distance =    1.66, accuracy = 1.00
test_object =   383, predicted_class =   7, true_class =   7, nn =  3171, distance =    0.78, accuracy = 1.00
test_object =   384, predicted_class =   2, true_class =   1, nn =  2106, distance =    0.88, accuracy = 0.00
test_object =   385, predicted_class =   6, true_class =   6, nn =  5986, distance =    0.65, accuracy = 1.00
test_object =   386, predicted_class =   6, true_class =   6, nn =   254, distance =    0.62, accuracy = 1.00
test_object =   387, predicted_class =   0, true_class =   0, nn =  5873, distance =    0.93, accuracy = 1.00
test_object =   388, predicted_class =   1, true_class =   1, nn =  7083, distance =    0.50, accuracy = 1.00
test_object =   389, predicted_class =   4, true_class =   4, nn =  1442, distance =    0.66, accuracy = 1.00
test_object =   390, predicted_class =   0, true_class =   0, nn =    95, distance =    0.66, accuracy = 1.00
test_object =   391, predicted_class =   7, true_class =   7, nn =  6444, distance =    0.74, accuracy = 1.00
test_object =   392, predicted_class =   1, true_class =   1, nn =  3203, distance =    0.78, accuracy = 1.00
test_object =   393, predicted_class =   9, true_class =   9, nn =  5807, distance =    1.29, accuracy = 1.00
test_object =   394, predicted_class =   1, true_class =   1, nn =  7298, distance =    0.54, accuracy = 1.00
test_object =   395, predicted_class =   7, true_class =   7, nn =  2499, distance =    0.98, accuracy = 1.00
test_object =   396, predicted_class =   6, true_class =   6, nn =  5476, distance =    0.93, accuracy = 1.00
test_object =   397, predicted_class =   6, true_class =   6, nn =  6973, distance =    0.61, accuracy = 1.00
test_object =   398, predicted_class =   6, true_class =   6, nn =  4477, distance =    0.51, accuracy = 1.00
test_object =   399, predicted_class =   7, true_class =   7, nn =  4557, distance =    0.94, accuracy = 1.00
test_object =   400, predicted_class =   6, true_class =   6, nn =  6862, distance =    0.68, accuracy = 1.00
test_object =   401, predicted_class =   0, true_class =   0, nn =  3455, distance =    0.80, accuracy = 1.00
test_object =   402, predicted_class =   1, true_class =   3, nn =  6823, distance =    0.88, accuracy = 0.00
test_object =   403, predicted_class =   5, true_class =   5, nn =  7311, distance =    0.67, accuracy = 1.00
test_object =   404, predicted_class =   4, true_class =   4, nn =  1817, distance =    1.33, accuracy = 1.00
test_object =   405, predicted_class =   3, true_class =   3, nn =  5310, distance =    0.76, accuracy = 1.00
test_object =   406, predicted_class =   9, true_class =   9, nn =  2971, distance =    1.39, accuracy = 1.00
test_object =   407, predicted_class =   7, true_class =   7, nn =  2893, distance =    0.73, accuracy = 1.00
test_object =   408, predicted_class =   7, true_class =   7, nn =  5737, distance =    1.18, accuracy = 1.00
test_object =   409, predicted_class =   3, true_class =   3, nn =  5346, distance =    0.66, accuracy = 1.00
